LOCATION,LOC_CODE,TRAIL_NAME,REACH,PATH_TYPE,TYPE_CLASS,SURFACE_TYPE,LENGTH_MILE,WIDTH_FT,PRIMARY_USE,JURISDICTION,ACCESSIBILITY,YEAR_BUILT,YEAR_RESURF,NOTES,ASSET_CLASS,CLASS_CATEGORY,GIS_ASSET_ID,INFOR_ASSET_ID
Greenway Park,556,None,None,1,Park Circulation,Concrete,0.01077545,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72110,106473
Greenway Park,556,Stapleton Greenway Trail,None,2,Minor,Concrete,0.07426962,10.0,None,City & County of Denver,None,2008, ,None,WLKTRL,TRL-MNR,72232,109372
Greenway Park,556,None,None,1,Right of Way Walk,Crusher Fines,0.04801066,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72007,104135
Greenway Park,556,None,None,1,Right of Way Walk,Crusher Fines,0.09896093,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72170,107967
Greenway Park,556,None,None,1,Right of Way Walk,Crusher Fines,0.09938788,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72233,109373
Greenway Park,556,Stapleton Greenway Trail,None,2,Minor,Concrete,0.02486239,10.0,None,City & County of Denver,None,2008, ,None,WLKTRL,TRL-MNR,72195,108672
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00358886,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72177,107974
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00351258,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72240,109380
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00362022,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72145,107230
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00357802,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72146,107231
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00357495,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72084,105717
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00362933,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72147,107232
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00360704,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72050,104937
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00336632,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72241,109381
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00200071,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72019,104147
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00191725,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72148,107233
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00296773,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72020,104148
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00194754,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72119,106482
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.05122691,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72168,107965
Bible Park,602,None,None,1,Right of Way Walk,Concrete,0.22026802,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71114,106319
Bible Park,602,None,None,1,Park Circulation,Concrete,0.02069349,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71115,106320
Bible Park,602,None,None,1,Right of Way Walk,Concrete,0.11030839,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71198,108554
Bible Park,602,High Line Canal Trail,None,2,Regional,Concrete,0.01118866,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,71199,108555
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.00885053,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71036,104776
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.02753675,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71116,106321
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.02745207,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71200,108556
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.02435496,3.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71148,107093
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.0125977,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71005,103996
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.02431767,3.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71006,103997
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.02737403,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71171,107858
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.02661888,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71074,105564
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.01305031,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71172,107859
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.02720597,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71037,104777
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.02722021,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71007,103998
Bonnie Brae Park,702,None,None,1,Park Circulation,Concrete,0.00947522,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71038,104778
Bow Mar Heights Park,151,None,None,1,Right of Way Walk,Concrete,0.00480094,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71075,105565
Lowry Sports Complex,L21,None,None,1,Right of Way Walk,Concrete,0.10481501,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74287,104465
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.01509251,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74387,106774
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.06033922,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74622,107525
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.01501295,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74668,108251
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.00659315,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74694,108933
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.01807454,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74695,108934
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.02821023,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74696,108935
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.01462317,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74669,108252
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.00207867,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74722,109650
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.01058465,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74723,109651
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.00289409,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74592,106775
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.02679086,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74724,109652
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.00786691,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74529,105250
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.07316622,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74623,107526
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.00791778,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74500,104466
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.01260327,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74624,107527
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.0219976,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74697,108936
Parkfield,516,None,None,1,Park Circulation,Concrete,0.03765298,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75642,107694
Parkfield,516,None,None,1,Park Circulation,Concrete,0.04187801,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75615,106939
Parkfield,516,None,None,1,Park Circulation,Concrete,0.0071179,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75529,104615
Parkfield,516,None,None,1,Park Circulation,Concrete,0.01861147,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75927,109807
Parkfield,516,None,None,1,Park Circulation,Concrete,0.02350997,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75892,108409
Parkfield,516,None,None,1,Park Circulation,Concrete,0.02026025,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75777,105400
Parkfield,516,None,None,1,Park Circulation,Concrete,0.01511821,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75858,107698
Parkfield,516,None,None,1,Park Circulation,Concrete,0.00326588,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75778,105401
Parkfield,516,None,None,1,Park Circulation,Concrete,0.01168601,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75834,106940
Parkfield,516,None,None,1,Park Circulation,Concrete,0.01730815,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75928,109808
Parkfield,516,None,None,1,Park Circulation,Concrete,0.05562169,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75929,109809
Parkfield,516,None,None,1,Park Circulation,Concrete,0.0126811,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75930,109810
Parkfield,516,None,None,1,Park Circulation,Concrete,0.01199563,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75750,104616
Parkfield,516,None,None,1,Park Circulation,Concrete,0.0310614,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75804,106162
Parkfield,516,None,None,1,Park Circulation,Concrete,0.01180475,None,None,City & County of Denver,None,2011, ,None,WLKTRL,WLK-HARD,75779,105402
Argo Park,212,None,None,1,Park Circulation,Concrete,0.00718194,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70267,103924
Argo Park,212,None,None,1,Park Circulation,Concrete,0.0011222,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70337,105480
Argo Park,212,None,None,1,Park Circulation,Concrete,0.0046292,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70484,109149
Argo Park,212,None,None,1,Right of Way Walk,Concrete,0.027652,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70431,107786
Argo Park,212,None,None,1,Right of Way Walk,Concrete,0.05373526,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70297,104692
Argo Park,212,None,None,1,Right of Way Walk,Concrete,0.08980675,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70368,106239
Argo Park,212,None,None,1,Right of Way Walk,Concrete,0.03963592,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70338,105481
Argo Park,212,None,None,1,Park Circulation,Concrete,0.00732951,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70268,103925
Argo Park,212,None,None,1,Park Circulation,Concrete,0.01549424,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70432,107787
Argo Park,212,None,None,1,Park Circulation,Concrete,0.01619876,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70461,108481
Argo Park,212,None,None,1,Park Circulation,Concrete,0.03223706,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70462,108482
La Lomita Park,830,None,None,1,Right of Way Walk,Concrete,0.04230247,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70485,109150
La Lomita Park,830,None,None,1,Park Circulation,Concrete,0.09567586,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,70369,106240
La Lomita Park,830,None,None,1,Right of Way Walk,Concrete,0.00324633,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70400,107008
La Lomita Park,830,None,None,1,Right of Way Walk,Concrete,0.03341661,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70486,109151
La Lomita Park,830,None,None,1,Park Circulation,Concrete,0.00857001,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70463,108483
La Lomita Park,830,None,None,1,Right of Way Walk,Concrete,0.01712485,4.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70298,104693
La Lomita Park,830,None,None,1,Park Circulation,Concrete,0.01001163,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,70269,103926
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,None,2,Access/Ramp,Concrete,0.05467881,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76000,112240
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,None,2,Access/Ramp,Concrete,0.07309263,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,75990,112241
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,None,2,Access/Ramp,Concrete,0.0406524,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,TRL-RGN,76066,112242
Benedict Fountain,310,None,None,1,Right of Way Walk,Concrete,0.14684727,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,75465,109044
42nd & Lisbon,522,None,None,1,Right of Way Walk,Concrete,0.01532108,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,75272,104580
Loretto Heights,163,None,None,1,Park Circulation,Crusher Fines,0.06860972,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,75273,104581
Loretto Heights,163,None,None,1,Park Circulation,Crusher Fines,0.06892259,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,75429,108374
Loretto Heights,163,None,None,1,Park Circulation,Crusher Fines,0.04673837,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,75495,109765
Loretto Heights,163,None,None,1,Park Circulation,Crusher Fines,0.04398522,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,75496,109766
Loretto Heights,163,None,None,1,Park Circulation,Crusher Fines,0.02379009,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,75430,108375
Loretto Heights,163,None,None,1,Park Circulation,Crusher Fines,0.01136066,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,75467,109046
Loretto Heights,163,None,None,1,Park Circulation,Crusher Fines,0.04468152,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,75357,106899
Loretto Heights,163,None,None,1,Park Circulation,Concrete,0.04823762,None,None,City & County of Denver,None,2012, ,None,WLKTRL,WLK-HARD,75274,104582
City Park,201,Mile High Loop,None,1,Park Circulation,Crusher Fines,0.1637831,12.0,None,City & County of Denver,None,2009, ,None,WLKTRL,WLK-SOFT,75332,106135
Montbello Central,541,None,None,1,Park Circulation,Asphalt,0.02448016,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71323,105603
Montbello Central,541,None,None,1,Park Circulation,Asphalt,0.01169033,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71424,107887
Montbello Central,541,None,None,1,Park Circulation,Asphalt,0.07258499,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71425,107888
Montbello Central,541,None,None,1,Park Circulation,Asphalt,0.01169034,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71255,104029
Montbello Central,541,None,None,1,Park Circulation,Asphalt,0.01662351,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71426,107889
Montbello Central,541,None,None,1,Park Circulation,Concrete,0.05039324,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71256,104030
Montbello Civic Center,535,None,None,1,Park Circulation,Concrete,0.00690157,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71476,109259
Montbello Civic Center,535,None,None,1,Park Circulation,Concrete,0.00719889,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71477,109260
Montbello Civic Center,535,None,None,1,Park Circulation,Concrete,0.00224898,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71295,104823
Montbello Civic Center,535,None,None,1,Right of Way Walk,Concrete,0.00712611,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,71296,104824
Montbello Civic Center,535,None,None,1,Park Circulation,Concrete,0.00682028,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,71478,109261
Northfield Pond,565,None,None,1,Park Circulation,Natural Surface,0.15312983,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,71309,104837
Northfield Pond,565,None,None,1,Park Circulation,Natural Surface,0.08772906,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,71404,107132
Northfield Pond,565,None,None,1,Park Circulation,Natural Surface,0.04239859,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,71462,108589
Northfield Pond,565,None,None,1,Park Circulation,Natural Surface,0.04873912,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,71335,105615
Northfield Pond,565,None,None,1,Park Circulation,Natural Surface,0.03681335,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,71310,104838
Greenway Park,556,Stapleton Greenway Trail,None,2,Minor,Concrete,0.10288691,10.0,None,City & County of Denver,None,2008, ,None,WLKTRL,TRL-MNR,72169,107966
Greenway Park,556,Stapleton Greenway Trail,None,2,Minor,Concrete,0.02001699,10.0,None,City & County of Denver,None,2008, ,None,WLKTRL,TRL-MNR,72231,109371
Greenway Park,556,None,None,1,Right of Way Walk,Crusher Fines,0.02446227,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72074,105707
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00330656,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72242,109382
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00193566,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72021,104149
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00194118,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72085,105718
Greenway Park,556,None,None,1,Right of Way Walk,Concrete,0.00196623,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72243,109383
Harvey Park,130,None,None,1,Park Circulation,Concrete,0.01056239,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72335,105741
Harvey Park,130,None,None,1,Park Circulation,Asphalt,0.02256038,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72276,104185
Harvey Park,130,None,None,1,Park Circulation,Asphalt,0.01830378,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72409,107261
Harvey Park,130,None,None,1,Park Circulation,Concrete,0.00795967,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72379,106511
Harvey Park,130,None,None,1,Right of Way Walk,Concrete,0.01266261,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,72489,109405
Harvey Park,130,None,None,1,Park Circulation,Concrete,0.00783268,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72336,105742
Harvey Park,130,None,None,1,Park Circulation,Concrete,0.01472116,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72277,104186
Harvey Park,130,None,None,1,Park Circulation,Asphalt,0.03219922,None,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,72380,106512
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.01835551,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70524,103958
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.0188637,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,70739,109185
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.01618831,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70675,107811
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.0206764,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70584,105513
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.04716882,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70525,103959
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.00992865,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70740,109186
Eastmoor Park,606,None,None,1,Park Circulation,Porous Concrete,0.01546548,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70585,105514
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.00978311,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70741,109187
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.01683768,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70701,108504
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.01007886,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70647,107041
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.00875429,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70553,104725
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.04989824,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70702,108505
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.04838969,8.0,None,City & County of Denver,None,2010, ,None,WLKTRL,WLK-HARD,70742,109188
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.03416827,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70703,108506
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.00575376,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70618,106270
Eastmoor Park,606,None,None,1,Right of Way Walk,Concrete,0.01732156,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70526,103960
Eisenhower Park,630,None,None,1,Park Circulation,Concrete,0.00608433,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70554,104726
Eisenhower Park,630,None,None,1,Park Circulation,Concrete,0.07525933,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70676,107812
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.04562043,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74625,107528
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.01198735,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74626,107529
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.06277402,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74698,108937
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.08024484,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74627,107530
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.00967829,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74628,107531
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.05244712,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74562,106014
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.07432527,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74725,109653
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.02293133,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74726,109654
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.02305703,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74593,106776
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.16233542,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74563,106015
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.01374322,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74671,108254
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.01889402,6.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74672,108255
Bayuad Park,L05,None,None,1,Right of Way Walk,Concrete,0.04411448,12.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,74629,107532
Diamond Hill,053,None,None,1,Park Circulation,Concrete,0.31916965,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,74596,106779
Centennial Park,901,None,None,1,Park Circulation,Natural Surface,0.03430815,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-SOFT,74727,109655
42nd & Lisbon,522,None,None,1,Right of Way Walk,Concrete,0.03755828,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70353,106224
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.01562284,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70252,103909
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.014784,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70253,103910
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.05201629,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70444,108464
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.01595895,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70385,106993
42nd & Lisbon,522,None,None,1,Right of Way Walk,Concrete,0.03492941,5.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-ROW,70316,105459
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.01484036,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70445,108465
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.02465828,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70472,109137
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.02148376,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70254,103911
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.02219147,8.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70255,103912
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.00991171,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70473,109138
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.01998017,10.0,None,City & County of Denver,None,None, ,None,WLKTRL,WLK-HARD,70317,105460
